Review_date,Title,Series,Author,Overall_Rating,Genre,Price,Reviewer,Individual_Rating,Review_Date,Review,Pages_published,Description
2023-07-03,"Last to Eat, Last to Learn: My Life in Afghanistan Fighting to Educate Women",,Pashtana Durrani,4.61,"['Nonfiction', 'Memoir', 'Biography', 'Feminism', 'Autobiography', 'Asia']",Kindle $13.99,MaryLou Carey-Sturniolo,Rating 5 out of 5,"June 14, 2023",Really intetesting story. Enjoyed the writing style. Learned a lot about life of women in Afghanistan.,"224 pages, Hardcover                             First published May 23, 2023","“Pashtana’s story highlights the resourcefulness and bravery of young women in Afghanistan. I hope readers will be inspired by her mission to give every girl the education she deserves and the opportunity to pursue her dreams.”—Malala Yousafzai                                In the spirit of                                 Our House is On Fire                                by Greta Thunberg, the astonishing and deeply inspiring memoir from a young Afghani activist, Amnesty International Global Youth Ambassador, founder of the NGO LEARN, and women’s education activist whose advocacy for the disappearing girls of rural Afghanistan has led to her being ruthlessly targeted by the Taliban.                                A Ms. Magazine Pick for Most Anticipated Feminist Books of 2023                                “Sparkles with humor and grit. A lovingly narrated, sharply nuanced memoir from a talented activist.”—                                 Kirkus Reviews                                STARRED REVIEW                              Inspired by generations of her family’s unwavering belief in the power of education, Pashtana Durrani recognized her calling early in life: to educate Afghanistan’s girls and young women, raised in a society where learning is forbidden. In a country devastated by war and violence, where girls are often married off before reaching their teenage years and prohibited from leaving their homes, heeding that call seemed both impossible and dangerous.                              Pashtana was raised in an Afghan refugee camp in Pakistan where her father, a tribal leader, founded a community school for girls within their home. Fueled by his insistence that despite being a girl, she mattered and deserved an education, Pashtana was sixteen when, against impossible odds, she was granted a path out of the refugee camp: admittance to a preparatory program at Oxford. Unthinkably and to her parents’ horror, she chose a different path. She chose Afghanistan.                              Pashtana founded the nonprofit LEARN and developed a program for getting educational materials directly into the hands of girls in remote areas of the country, training teachers in digital literacy. Her commitment to education has made her a target of the Taliban. Still, she continues to fight for women’s education and autonomy in Afghanistan and beyond.                              Courageous and inspiring,                               Last to Eat, Last to Learn                              is the story of how just one person can transform a family, a tribe, a country. It reminds us of the emancipatory power of learning and the transformational potential that lies within each of us.                               “An inspiring portrait of a change-maker in action.”—                                 Publishers Weekly                                A portion of proceeds from                                 Last to Eat, Last to Learn                                will be donated to LEARN, the NGO dedicated to providing quality education and healthcare to communities in conflict zones."
2023-07-03,"Look for Me There: Grieving My Father, Finding Myself",,Luke Russert,4.09,"['Memoir', 'Nonfiction', 'Travel', 'Biography', 'Biography Memoir', 'Audiobook', 'Autobiography']",Kindle $14.99,Val (pagespoursandpups),Rating 4 out of 5,"April 11, 2023","I don't really like to rate memoirs. You know? There was a lot to like about this one - an interesting journey for a young man who lost his famous father and feels a little lost. I don't read much non-fiction, but this one seemed interesting. Because I'm forced to - I'm rating it 3.5, rounded up to 4.                                      I loved the first part of the book where the focus was on Luke's relationship with his father and the way the grief affected him. He decides to take off and leave his current life and expectations behind. I can totally see where that needed to happen.                                      He describes his travels in detail - in the beginning - and then it sort of falls off as he becomes more confused about his future and the journey he is currently on. If feels a little - privileged, poor me - but even he admits that. And this is his journey so it's not really for me to judge. I will say that there were a few references to girls that had me a little disappointed. Especially to a girl he strings along while sleeping with another girl on his travels. But, like I said - this is his journey and he is revealing his own personal journey so...                                      I enjoyed this book - the first half much more than the second though. I could relate to the grief and the career crisis from my younger years. It sounds like he is back on track with a purpose and for that I'm really happy for him. The love for his father is more than evident - and I did really like that he developed a stronger love for his mother when he was able to experience the things she loved. Thank you to NetGalley and Harper Collins Focus for the ARC to read and review. Pub date: 5/2/23.","272 pages, Hardcover                             First published May 2, 2023","In  Look for Me There , Luke Russert traverses terrain both physical and deeply personal. On his journey to some of the world’s most stunning destinations, he visits the internal places of grief, family, faith, ambition, and purpose—with intense self-reflection, honesty, and courage.""—Savannah Guthrie, coanchor of  Today “Look for me there,” news legend Tim Russert would tell his son, Luke, when confirming a pickup spot at an airport, sporting event, or rock concert. After Tim died unexpectedly, Luke kept looking for his father, following in Tim’s footsteps and carving out a highly successful career at NBC News. After eight years covering politics on television, Luke realized he had no good answer as to why he was chasing his father’s legacy. As the son of two accomplished parents—his mother is journalist Maureen Orth of  Vanity Fair —Luke felt the pressure of high expectations but suddenly decided to leave the familiar path behind. Instead, Luke set out on his own to find answers. What began as several open-ended months of travel to decompress and reassess morphed into a three-plus-year odyssey across six continents to discover the world and, ultimately, to find himself. Chronicling the important lessons and historical understandings Luke discovered from his travels,  Look for Me There  is both the vivid narrative of that journey and the emotional story of a young man taking charge of his life, reexamining his relationship with his parents, and finally grieving his larger-than-life father, who died too young.  For anyone uncertain about the direction of their life or unsure of how to move forward after a loss,  Look for Me There  is a poignant reflection that offers encouragement to examine our choices, take risks, and discover our truest selves."
2023-07-03,"Look for Me There: Grieving My Father, Finding Myself",,Luke Russert,4.09,"['Memoir', 'Nonfiction', 'Travel', 'Biography', 'Biography Memoir', 'Audiobook', 'Autobiography']",Kindle $14.99,Linda Keating,Rating 5 out of 5,"May 11, 2023","Like other reviews I’ve read, I struggled to care about this entitled “kid” for much of the book. I actually put it down for a few days, uncertain whether I wanted to finish. Then I heard an interview with Luke on “The Catholic Guy” show. Luke came across so likable I decided to finish! Wow! So glad I did! Excellent example of a well-done self examination! Thank you, Luke! Your dad would be proud!","272 pages, Hardcover                             First published May 2, 2023","In  Look for Me There , Luke Russert traverses terrain both physical and deeply personal. On his journey to some of the world’s most stunning destinations, he visits the internal places of grief, family, faith, ambition, and purpose—with intense self-reflection, honesty, and courage.""—Savannah Guthrie, coanchor of  Today “Look for me there,” news legend Tim Russert would tell his son, Luke, when confirming a pickup spot at an airport, sporting event, or rock concert. After Tim died unexpectedly, Luke kept looking for his father, following in Tim’s footsteps and carving out a highly successful career at NBC News. After eight years covering politics on television, Luke realized he had no good answer as to why he was chasing his father’s legacy. As the son of two accomplished parents—his mother is journalist Maureen Orth of  Vanity Fair —Luke felt the pressure of high expectations but suddenly decided to leave the familiar path behind. Instead, Luke set out on his own to find answers. What began as several open-ended months of travel to decompress and reassess morphed into a three-plus-year odyssey across six continents to discover the world and, ultimately, to find himself. Chronicling the important lessons and historical understandings Luke discovered from his travels,  Look for Me There  is both the vivid narrative of that journey and the emotional story of a young man taking charge of his life, reexamining his relationship with his parents, and finally grieving his larger-than-life father, who died too young.  For anyone uncertain about the direction of their life or unsure of how to move forward after a loss,  Look for Me There  is a poignant reflection that offers encouragement to examine our choices, take risks, and discover our truest selves."
2023-07-03,"Look for Me There: Grieving My Father, Finding Myself",,Luke Russert,4.09,"['Memoir', 'Nonfiction', 'Travel', 'Biography', 'Biography Memoir', 'Audiobook', 'Autobiography']",Kindle $14.99,Linda,Rating 3 out of 5,"May 20, 2023","3.5                                      I loved Tim Russert and still morn his untimely death. Obviously, so did his son, Luke. I had to read this book.                                      The beginning of the book reiterated Tim's death. I was in tears. Luke took on Tim's mantle, working for NBC news, trying to demonstrate that he deserved the spot covering national news without working his way up. After 8 years, and a conversation directed by the then Speaker of the House, John Boehner, Luke resigns his position and heads off to determine where he belonged in this world and how to do it without his dad. He heads to exotic places, sometimes accompanied by his mom, and eventually discovers, his dad is never too far away.                                      Luke is a wonderful writer.","272 pages, Hardcover                             First published May 2, 2023","In  Look for Me There , Luke Russert traverses terrain both physical and deeply personal. On his journey to some of the world’s most stunning destinations, he visits the internal places of grief, family, faith, ambition, and purpose—with intense self-reflection, honesty, and courage.""—Savannah Guthrie, coanchor of  Today “Look for me there,” news legend Tim Russert would tell his son, Luke, when confirming a pickup spot at an airport, sporting event, or rock concert. After Tim died unexpectedly, Luke kept looking for his father, following in Tim’s footsteps and carving out a highly successful career at NBC News. After eight years covering politics on television, Luke realized he had no good answer as to why he was chasing his father’s legacy. As the son of two accomplished parents—his mother is journalist Maureen Orth of  Vanity Fair —Luke felt the pressure of high expectations but suddenly decided to leave the familiar path behind. Instead, Luke set out on his own to find answers. What began as several open-ended months of travel to decompress and reassess morphed into a three-plus-year odyssey across six continents to discover the world and, ultimately, to find himself. Chronicling the important lessons and historical understandings Luke discovered from his travels,  Look for Me There  is both the vivid narrative of that journey and the emotional story of a young man taking charge of his life, reexamining his relationship with his parents, and finally grieving his larger-than-life father, who died too young.  For anyone uncertain about the direction of their life or unsure of how to move forward after a loss,  Look for Me There  is a poignant reflection that offers encouragement to examine our choices, take risks, and discover our truest selves."
2023-07-03,"Look for Me There: Grieving My Father, Finding Myself",,Luke Russert,4.09,"['Memoir', 'Nonfiction', 'Travel', 'Biography', 'Biography Memoir', 'Audiobook', 'Autobiography']",Kindle $14.99,Michael Holtz,Rating 4 out of 5,"May 4, 2023","I almost hated this book. For most of “Look for Me There,” Russert comes off as an entitled, bratty, white frat boy who has the opportunity to travel the world — something most of us can only dream of doing. If I could have thrown an audiobook against the wall, the chapter on Sri Lanka would have done me in. “He’s such an asshole,” I kept thinking. It turned around for me during Russert’s remembrances of his trips to the Holy Land. For the first time I felt he bared his soul, dug deep to show how this particular episode of his travels was, in fact, life changing. I’m glad I stuck it out.","272 pages, Hardcover                             First published May 2, 2023","In  Look for Me There , Luke Russert traverses terrain both physical and deeply personal. On his journey to some of the world’s most stunning destinations, he visits the internal places of grief, family, faith, ambition, and purpose—with intense self-reflection, honesty, and courage.""—Savannah Guthrie, coanchor of  Today “Look for me there,” news legend Tim Russert would tell his son, Luke, when confirming a pickup spot at an airport, sporting event, or rock concert. After Tim died unexpectedly, Luke kept looking for his father, following in Tim’s footsteps and carving out a highly successful career at NBC News. After eight years covering politics on television, Luke realized he had no good answer as to why he was chasing his father’s legacy. As the son of two accomplished parents—his mother is journalist Maureen Orth of  Vanity Fair —Luke felt the pressure of high expectations but suddenly decided to leave the familiar path behind. Instead, Luke set out on his own to find answers. What began as several open-ended months of travel to decompress and reassess morphed into a three-plus-year odyssey across six continents to discover the world and, ultimately, to find himself. Chronicling the important lessons and historical understandings Luke discovered from his travels,  Look for Me There  is both the vivid narrative of that journey and the emotional story of a young man taking charge of his life, reexamining his relationship with his parents, and finally grieving his larger-than-life father, who died too young.  For anyone uncertain about the direction of their life or unsure of how to move forward after a loss,  Look for Me There  is a poignant reflection that offers encouragement to examine our choices, take risks, and discover our truest selves."
2023-07-03,"Look for Me There: Grieving My Father, Finding Myself",,Luke Russert,4.09,"['Memoir', 'Nonfiction', 'Travel', 'Biography', 'Biography Memoir', 'Audiobook', 'Autobiography']",Kindle $14.99,Kim,Rating 3 out of 5,"May 7, 2023","The book kept my interest. However, it’s a sad book.","272 pages, Hardcover                             First published May 2, 2023","In  Look for Me There , Luke Russert traverses terrain both physical and deeply personal. On his journey to some of the world’s most stunning destinations, he visits the internal places of grief, family, faith, ambition, and purpose—with intense self-reflection, honesty, and courage.""—Savannah Guthrie, coanchor of  Today “Look for me there,” news legend Tim Russert would tell his son, Luke, when confirming a pickup spot at an airport, sporting event, or rock concert. After Tim died unexpectedly, Luke kept looking for his father, following in Tim’s footsteps and carving out a highly successful career at NBC News. After eight years covering politics on television, Luke realized he had no good answer as to why he was chasing his father’s legacy. As the son of two accomplished parents—his mother is journalist Maureen Orth of  Vanity Fair —Luke felt the pressure of high expectations but suddenly decided to leave the familiar path behind. Instead, Luke set out on his own to find answers. What began as several open-ended months of travel to decompress and reassess morphed into a three-plus-year odyssey across six continents to discover the world and, ultimately, to find himself. Chronicling the important lessons and historical understandings Luke discovered from his travels,  Look for Me There  is both the vivid narrative of that journey and the emotional story of a young man taking charge of his life, reexamining his relationship with his parents, and finally grieving his larger-than-life father, who died too young.  For anyone uncertain about the direction of their life or unsure of how to move forward after a loss,  Look for Me There  is a poignant reflection that offers encouragement to examine our choices, take risks, and discover our truest selves."
2023-07-03,"Look for Me There: Grieving My Father, Finding Myself",,Luke Russert,4.09,"['Memoir', 'Nonfiction', 'Travel', 'Biography', 'Biography Memoir', 'Audiobook', 'Autobiography']",Kindle $14.99,Seann Haver,Rating 5 out of 5,"May 21, 2023","A honest evaluation!                                      This is a book that will make you reflect on your own life! I was raised in a catholic family, but don’t practice religion anymore. But it gave me a good base in understanding how to be a good person.                                      Experimenting, being open, learning and growing like Luke shared made me also a better person without religion in my life!","272 pages, Hardcover                             First published May 2, 2023","In  Look for Me There , Luke Russert traverses terrain both physical and deeply personal. On his journey to some of the world’s most stunning destinations, he visits the internal places of grief, family, faith, ambition, and purpose—with intense self-reflection, honesty, and courage.""—Savannah Guthrie, coanchor of  Today “Look for me there,” news legend Tim Russert would tell his son, Luke, when confirming a pickup spot at an airport, sporting event, or rock concert. After Tim died unexpectedly, Luke kept looking for his father, following in Tim’s footsteps and carving out a highly successful career at NBC News. After eight years covering politics on television, Luke realized he had no good answer as to why he was chasing his father’s legacy. As the son of two accomplished parents—his mother is journalist Maureen Orth of  Vanity Fair —Luke felt the pressure of high expectations but suddenly decided to leave the familiar path behind. Instead, Luke set out on his own to find answers. What began as several open-ended months of travel to decompress and reassess morphed into a three-plus-year odyssey across six continents to discover the world and, ultimately, to find himself. Chronicling the important lessons and historical understandings Luke discovered from his travels,  Look for Me There  is both the vivid narrative of that journey and the emotional story of a young man taking charge of his life, reexamining his relationship with his parents, and finally grieving his larger-than-life father, who died too young.  For anyone uncertain about the direction of their life or unsure of how to move forward after a loss,  Look for Me There  is a poignant reflection that offers encouragement to examine our choices, take risks, and discover our truest selves."
2023-07-03,"Look for Me There: Grieving My Father, Finding Myself",,Luke Russert,4.09,"['Memoir', 'Nonfiction', 'Travel', 'Biography', 'Biography Memoir', 'Audiobook', 'Autobiography']",Kindle $14.99,Mary Beth,Rating 3 out of 5,"May 22, 2023","I have really mixed feelings about this one (couldn't decide between 3 or 4 stars). I couldn't stop listening, and I loved his travel stories. I could feel his loss and angst trying to find his way. I can't imagine living in the shadow of a legendary father. But there came a point in the book (in Sri Lanka) when I really had my fill of him - and then some. I do hope he finds his way though.","272 pages, Hardcover                             First published May 2, 2023","In  Look for Me There , Luke Russert traverses terrain both physical and deeply personal. On his journey to some of the world’s most stunning destinations, he visits the internal places of grief, family, faith, ambition, and purpose—with intense self-reflection, honesty, and courage.""—Savannah Guthrie, coanchor of  Today “Look for me there,” news legend Tim Russert would tell his son, Luke, when confirming a pickup spot at an airport, sporting event, or rock concert. After Tim died unexpectedly, Luke kept looking for his father, following in Tim’s footsteps and carving out a highly successful career at NBC News. After eight years covering politics on television, Luke realized he had no good answer as to why he was chasing his father’s legacy. As the son of two accomplished parents—his mother is journalist Maureen Orth of  Vanity Fair —Luke felt the pressure of high expectations but suddenly decided to leave the familiar path behind. Instead, Luke set out on his own to find answers. What began as several open-ended months of travel to decompress and reassess morphed into a three-plus-year odyssey across six continents to discover the world and, ultimately, to find himself. Chronicling the important lessons and historical understandings Luke discovered from his travels,  Look for Me There  is both the vivid narrative of that journey and the emotional story of a young man taking charge of his life, reexamining his relationship with his parents, and finally grieving his larger-than-life father, who died too young.  For anyone uncertain about the direction of their life or unsure of how to move forward after a loss,  Look for Me There  is a poignant reflection that offers encouragement to examine our choices, take risks, and discover our truest selves."
2023-07-03,"Look for Me There: Grieving My Father, Finding Myself",,Luke Russert,4.09,"['Memoir', 'Nonfiction', 'Travel', 'Biography', 'Biography Memoir', 'Audiobook', 'Autobiography']",Kindle $14.99,Sherry,Rating 5 out of 5,"May 17, 2023","“Simply put: I’ve feared letting down those who expect so much from me. I’ve feared failing in a job and life that chose me, and I’ve feared not living up to the family name. I’ve feared the disapproval from my parents’ cohort, the best and the brightest of my hometown.”                                       Luke Russert was at a point in his life where he had it all, a sexy job in political journalism, life on The Hill, he knew all the right people and had all the right connections. On paper, it checked all the boxes of success. His life was set, just as choreographed. But his soul wasn’t set. Wise words from former House Speaker John Boehner nudged something in him and he eventually tossed all the certainty of his current life away to explore the world.                                        ”I think about my future, about marrying somebody deemed “worthy” by DC society, seeing my kids go to the same high school as I had, then attending the same galas I’m attending now, getting older, never leaving, ending up in the same cemetery as my dad. It suddenly feels terrifying.”                                       It is gag inducing to read how his “before” life was structured in so many ways, right down to who he dated. He sized up potential love interests not in the pure ways but from whether she would be presentable at galas, could she shake hands correctly, would people in his parents cohort approve?                                      These parts of the book are both eye opening and interesting. It surely had something to do with why he bailed. But it is just as much about someone trying to find himself while he confronts the grief he never got to sit with as it is lessons in history and humanity. His willingness to give up the sure thing to go for the unknown. That same willingness in exploring his sometimes painful family dynamics with his mom. His mother is an accomplished, and Emmy winning, journalist who approached life in a much more adventurous way than both Luke and his dad. She joined him for some of his travels. The relationship between them isn’t always smooth and he explores that history and how it’s still there in the present. His views of how she parented differently than his beloved dad and how it affected him are laid bare. I don’t know if traveling together helped change his perspective - what hurts hurts - but it did give him insight he might never have had otherwise.                                        ”Taken aback from watching her at work, I size her up. For someone in her seventies, she has not lost a step. Her energy is greater than mine. For the first time in memory, I want to be like her. I want to have this spirit to jump right in. It’s something my father never had. He was measured and cautious—nothing was left to chance. Mom is exciting, a true badass. She trusts in her abilities and is curious to get the full story, no matter how raw. I see her with new eyes.”                                       The places he visited and the people he met along the way balance the book out. They were fascinating to me from a historical perspective. Snippets of many places that are radically different than America but told from the perspective of a young American who, while more educated and worldly than the average American, can act pretty American in the worst ways at times. The flip side of that is he really does understand much of the painful history he confronts in his travels and brings nuance to it.                                        “A small portion of the museum is dedicated to the experience of American POWs. The history here is extremely propagandized. Pictures of American POWs playing basketball, eating Christmas dinner, drinking beer, and getting medical treatment hang on the surrounding walls. One plaque reads, “Americans were humanely treated while Vietnamese suffered.” History is written by the winners.”                                       There’s a lot to take away from this book. The author spoke about his journey and writing it when he was a guest on one of my favorite podcasts. But what sold me on reading it was a review here on GR. At one point the reviewer basically called him a self indulgent, white privileged jackass based on the chapter about his time in Sri Lanka. Surprisingly, the author responded with kindness and humility.                                      This was a quick read for me. I couldn’t put it down. I had tears in my eyes when I finished. Maybe it was the whole story or maybe it’s being a mom with kids not too far away from the age he was when his life was permanently altered, and seeing it from that lens. Either way, I’m rooting for him from here on out.                                      A bonus is he has an instagram where you can see many of the pictures he took during his travels. Hoping to find the one where he stumbled upon his ex and her husband in Red Square since it didn’t make the book. 😍","272 pages, Hardcover                             First published May 2, 2023","In  Look for Me There , Luke Russert traverses terrain both physical and deeply personal. On his journey to some of the world’s most stunning destinations, he visits the internal places of grief, family, faith, ambition, and purpose—with intense self-reflection, honesty, and courage.""—Savannah Guthrie, coanchor of  Today “Look for me there,” news legend Tim Russert would tell his son, Luke, when confirming a pickup spot at an airport, sporting event, or rock concert. After Tim died unexpectedly, Luke kept looking for his father, following in Tim’s footsteps and carving out a highly successful career at NBC News. After eight years covering politics on television, Luke realized he had no good answer as to why he was chasing his father’s legacy. As the son of two accomplished parents—his mother is journalist Maureen Orth of  Vanity Fair —Luke felt the pressure of high expectations but suddenly decided to leave the familiar path behind. Instead, Luke set out on his own to find answers. What began as several open-ended months of travel to decompress and reassess morphed into a three-plus-year odyssey across six continents to discover the world and, ultimately, to find himself. Chronicling the important lessons and historical understandings Luke discovered from his travels,  Look for Me There  is both the vivid narrative of that journey and the emotional story of a young man taking charge of his life, reexamining his relationship with his parents, and finally grieving his larger-than-life father, who died too young.  For anyone uncertain about the direction of their life or unsure of how to move forward after a loss,  Look for Me There  is a poignant reflection that offers encouragement to examine our choices, take risks, and discover our truest selves."
2023-07-03,"Look for Me There: Grieving My Father, Finding Myself",,Luke Russert,4.09,"['Memoir', 'Nonfiction', 'Travel', 'Biography', 'Biography Memoir', 'Audiobook', 'Autobiography']",Kindle $14.99,Mackenzi Bruce,Rating 5 out of 5,"May 19, 2023","So much to say about this beautifully written memoir.                                      When I heard about this book coming out, I was nervous to read- I also lost my Buffalo Bills loving, charismatic, loving father unexpectedly in my early twenties.                                      The first chapter was so emotional and I was tearful over how much I could relate to Luke’s emotions at that time. You can feel his shock, unknowing, and need for something more out of life that he is now aware-is sometimes denied to even those most deserving.                                      Luke goes on to tell stories in beautiful detail about how he navigated his grief, learned and grew as a person through travel. This was so relatable and comforting to read.                                      Luke is aware of the privilege he has in his life to be able to travel. However, privilege and financial freedom is not equivalent to emotional/spiritual freedom nor emotional/physical health and this he has to work for throughout the book.                                      You can tell Luke feels travel in his SOUL. I loved the detailed way he describes his experiences and how he felt found, lost, and found again through his travels. And that is such an accurate picture of grief. I also loved hearing of the “god winks” (signs from a loved one who has passed on). Those are so personal but I love to hear of others experiencing those.                                      If you have had to navigate through unexpected grief/loss, I would highly recommend reading as this memoir has been the most comforting/relatable account I have yet to come across.                                      Thank you, Luke. This is a beautiful tribute to your dad, mom and yourself. He would be proud.                                      P.S. our dads have the best view from Heaven once those Bills finally win a Super Bowl.","272 pages, Hardcover                             First published May 2, 2023","In  Look for Me There , Luke Russert traverses terrain both physical and deeply personal. On his journey to some of the world’s most stunning destinations, he visits the internal places of grief, family, faith, ambition, and purpose—with intense self-reflection, honesty, and courage.""—Savannah Guthrie, coanchor of  Today “Look for me there,” news legend Tim Russert would tell his son, Luke, when confirming a pickup spot at an airport, sporting event, or rock concert. After Tim died unexpectedly, Luke kept looking for his father, following in Tim’s footsteps and carving out a highly successful career at NBC News. After eight years covering politics on television, Luke realized he had no good answer as to why he was chasing his father’s legacy. As the son of two accomplished parents—his mother is journalist Maureen Orth of  Vanity Fair —Luke felt the pressure of high expectations but suddenly decided to leave the familiar path behind. Instead, Luke set out on his own to find answers. What began as several open-ended months of travel to decompress and reassess morphed into a three-plus-year odyssey across six continents to discover the world and, ultimately, to find himself. Chronicling the important lessons and historical understandings Luke discovered from his travels,  Look for Me There  is both the vivid narrative of that journey and the emotional story of a young man taking charge of his life, reexamining his relationship with his parents, and finally grieving his larger-than-life father, who died too young.  For anyone uncertain about the direction of their life or unsure of how to move forward after a loss,  Look for Me There  is a poignant reflection that offers encouragement to examine our choices, take risks, and discover our truest selves."
2023-07-03,"Look for Me There: Grieving My Father, Finding Myself",,Luke Russert,4.09,"['Memoir', 'Nonfiction', 'Travel', 'Biography', 'Biography Memoir', 'Audiobook', 'Autobiography']",Kindle $14.99,Jennifer Bernauer,Rating 5 out of 5,"May 11, 2023","I am a big news junkie. Loved Tim Russert. Read both his books and remember watching Luke’s eulogy for his father on TV. Because of this I am a big fan of Luke at msnbc and followed him on instagram. Knew he was working on this book from SF ( where I live) so yes I bought the audible the day it came out.                                      Big Tear jerker first chapter.                                      Wow. But then this pivots …What a great travel writer Luke is. Found myself going to look at his instagram to find the pictures. But there is a lot in this . Some highlights/comments                                      *Mom telling him to go to Bolivia                                      “You won’t get anywhere sitting on the sidelines. You can do it. “ love this encouragement.                                      Early chapter traveling with his mother is Raw and honest. Also love the tip of the importance of going to the mall. Brave of him to say. so honestly about how hard his mom was on him. Maureen orth - so impressive as a journalist herself. But how he writes about his mom through the entire book, her sense of adventure and interest in other cultures is inspiring to my 55 year old self.                                      *Valentine’s Day wave of grief in New Zealand. remembering his dad. Stacking the rocks. Lucky 7.                                      *Entire chapter on Vietnam. The history/conflict top place I want to go after Luke’s descriptions                                      *the entire Sri Lanka chapter Luke really comes across as a privileged ass….the mom in me was a bit disappointed but knew there was likely a bow ahead. His voice actually changes in the audible to sound like an ass.                                      *the opening day baseball story with his Dad I cried. As a huge baseball person fan ( Sf giants ) I totally understand.                                      *travel lessons like being comfortable with uncertainty. Being present right now. He portrays often with his stories. Luke talks about being at peace with aloneness and solo travel but there is a sense of loneliness often through book. Especially the last 1/3 of book.                                      *his visit to the Middle East at the end of book is special Like how he discussed some his family ghosts. and you see him make progress with working through grief of his fathers death. Enjoyed all his faith/catholic reflections through the book                                      Thank you Luke for sharing your honest vulnerable journey. We are all a work in progress. Loved how he speaks positively of SF ( we need more of that these days in the national news. ). Wishing you peace☮️","272 pages, Hardcover                             First published May 2, 2023","In  Look for Me There , Luke Russert traverses terrain both physical and deeply personal. On his journey to some of the world’s most stunning destinations, he visits the internal places of grief, family, faith, ambition, and purpose—with intense self-reflection, honesty, and courage.""—Savannah Guthrie, coanchor of  Today “Look for me there,” news legend Tim Russert would tell his son, Luke, when confirming a pickup spot at an airport, sporting event, or rock concert. After Tim died unexpectedly, Luke kept looking for his father, following in Tim’s footsteps and carving out a highly successful career at NBC News. After eight years covering politics on television, Luke realized he had no good answer as to why he was chasing his father’s legacy. As the son of two accomplished parents—his mother is journalist Maureen Orth of  Vanity Fair —Luke felt the pressure of high expectations but suddenly decided to leave the familiar path behind. Instead, Luke set out on his own to find answers. What began as several open-ended months of travel to decompress and reassess morphed into a three-plus-year odyssey across six continents to discover the world and, ultimately, to find himself. Chronicling the important lessons and historical understandings Luke discovered from his travels,  Look for Me There  is both the vivid narrative of that journey and the emotional story of a young man taking charge of his life, reexamining his relationship with his parents, and finally grieving his larger-than-life father, who died too young.  For anyone uncertain about the direction of their life or unsure of how to move forward after a loss,  Look for Me There  is a poignant reflection that offers encouragement to examine our choices, take risks, and discover our truest selves."
2023-07-03,"Look for Me There: Grieving My Father, Finding Myself",,Luke Russert,4.09,"['Memoir', 'Nonfiction', 'Travel', 'Biography', 'Biography Memoir', 'Audiobook', 'Autobiography']",Kindle $14.99,Christopher Shaffer,Rating 2 out of 5,"June 17, 2023",Very disappointing. Russert went to so many places yet had shallow descriptions of nearly each one. By the end he comes across as an over-privileged man-child who seems very difficult to like.,"272 pages, Hardcover                             First published May 2, 2023","In  Look for Me There , Luke Russert traverses terrain both physical and deeply personal. On his journey to some of the world’s most stunning destinations, he visits the internal places of grief, family, faith, ambition, and purpose—with intense self-reflection, honesty, and courage.""—Savannah Guthrie, coanchor of  Today “Look for me there,” news legend Tim Russert would tell his son, Luke, when confirming a pickup spot at an airport, sporting event, or rock concert. After Tim died unexpectedly, Luke kept looking for his father, following in Tim’s footsteps and carving out a highly successful career at NBC News. After eight years covering politics on television, Luke realized he had no good answer as to why he was chasing his father’s legacy. As the son of two accomplished parents—his mother is journalist Maureen Orth of  Vanity Fair —Luke felt the pressure of high expectations but suddenly decided to leave the familiar path behind. Instead, Luke set out on his own to find answers. What began as several open-ended months of travel to decompress and reassess morphed into a three-plus-year odyssey across six continents to discover the world and, ultimately, to find himself. Chronicling the important lessons and historical understandings Luke discovered from his travels,  Look for Me There  is both the vivid narrative of that journey and the emotional story of a young man taking charge of his life, reexamining his relationship with his parents, and finally grieving his larger-than-life father, who died too young.  For anyone uncertain about the direction of their life or unsure of how to move forward after a loss,  Look for Me There  is a poignant reflection that offers encouragement to examine our choices, take risks, and discover our truest selves."
